ID,Age,Experience,Income,Gender,ZIP Code,Family,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,marital,default,job,housing,contact,balance
3990,39,13,93,Male,93555,4,3,0,1,0,0,1,0,married,no,technician,yes,cellular,346
3991,34,8,18,Male,95741,4,1,0,0,0,0,0,0,divorced,no,admin.,no,cellular,1086
3992,65,40,32,Male,90095,1,3,120,0,0,0,1,0,single,no,management,yes,cellular,945
3993,38,14,182,Male,92152,3,3,0,1,0,1,1,1,married,no,unemployed,no,cellular,0
3994,62,36,19,Male,95833,2,3,0,0,0,0,1,1,divorced,yes,management,yes,telephone,0
3995,59,35,85,Male,91330,1,3,0,1,0,1,0,1,married,no,management,yes,cellular,9664
3996,49,25,90,Male,92709,4,2,0,0,1,0,1,0,married,yes,blue-collar,no,cellular,720
3997,57,32,59,Male,95014,2,1,134,0,0,0,1,0,single,no,blue-collar,yes,cellular,-806
3998,64,38,84,Male,94571,1,1,0,0,0,0,0,0,single,no,admin.,no,telephone,26
3999,47,22,95,Male,93311,2,2,0,1,0,0,0,0,married,no,blue-collar,no,cellular,3348
4000,30,6,13,Male,93555,3,3,0,0,0,0,1,0,married,no,blue-collar,no,telephone,93
4001,42,18,88,Male,92675,4,1,0,0,0,0,1,1,married,no,entrepreneur,yes,cellular,0
4002,53,28,34,Male,92697,2,3,0,0,0,0,1,1,married,no,services,yes,cellular,-345
4003,50,24,11,Male,94501,4,3,0,0,0,0,0,1,single,no,technician,yes,cellular,133
4004,62,38,80,Male,94545,4,2,0,0,0,0,0,0,married,no,services,yes,cellular,86
4005,34,10,41,Male,94102,1,1,0,0,0,0,0,1,married,no,blue-collar,no,cellular,959
4006,47,21,90,Male,90245,2,3,0,0,0,0,0,0,married,no,technician,yes,cellular,945
4007,62,37,93,Male,93003,3,3,0,1,0,1,1,1,single,yes,technician,yes,cellular,103
4008,61,35,81,Male,94709,4,2,0,0,0,0,0,0,married,no,blue-collar,yes,cellular,2502
4009,59,34,60,Male,94015,2,1,0,0,0,0,1,0,married,no,blue-collar,yes,telephone,3510
4010,47,21,39,Male,92612,3,2,0,0,0,0,1,1,married,no,management,yes,cellular,0
4011,65,39,22,Male,92507,3,2,0,0,0,0,0,0,married,no,blue-collar,yes,cellular,1290
4012,56,32,32,Male,95827,2,1,79,0,1,0,1,0,divorced,no,blue-collar,yes,cellular,867
4013,56,32,28,Male,92130,1,3,0,0,0,0,1,0,married,no,management,yes,cellular,1022
4014,31,7,35,Male,91745,2,2,0,0,0,0,0,1,married,no,technician,yes,cellular,6525
4015,61,31,154,Male,94555,3,3,351,1,0,1,1,1,divorced,no,management,yes,cellular,990
4016,42,18,189,Male,91605,2,1,0,0,0,0,1,0,single,no,technician,no,cellular,1241
4017,44,19,40,Male,94618,4,3,84,0,0,0,0,0,married,no,unemployed,no,cellular,3
4018,47,21,88,Male,94304,2,2,0,0,0,0,1,0,married,no,management,yes,cellular,27
4019,30,6,124,Male,91320,2,1,0,0,0,0,1,0,single,no,technician,no,cellular,1001
4020,62,38,23,Male,91304,2,3,0,0,0,0,0,0,single,no,management,yes,telephone,124
4021,56,32,23,Male,94720,4,1,0,0,0,0,1,1,married,no,self-employed,no,cellular,751
4022,25,-1,139,Male,93106,2,1,0,0,0,0,0,1,single,no,admin.,no,telephone,1281
4023,53,28,173,Male,91614,4,1,427,1,0,0,1,0,married,no,technician,yes,cellular,751
4024,26,0,42,Male,92009,4,3,153,0,0,0,1,0,married,no,services,yes,cellular,-68
4025,59,35,161,Male,94301,1,1,160,0,0,0,0,1,single,no,technician,yes,cellular,981
4026,62,36,28,Male,95020,3,2,0,0,0,0,1,0,divorced,no,technician,yes,cellular,1679
4027,58,32,191,Male,93943,4,3,194,1,0,0,0,1,married,no,blue-collar,yes,cellular,0
4028,40,14,42,Male,90638,2,1,106,0,0,0,0,1,married,no,blue-collar,yes,cellular,0
4029,35,5,81,Male,94234,4,3,0,0,0,0,1,0,divorced,no,blue-collar,yes,cellular,271
4030,51,25,175,Male,90089,3,1,312,1,0,0,0,0,married,no,housemaid,yes,cellular,1922
4031,41,15,82,Male,94720,3,1,0,0,0,0,1,0,married,no,blue-collar,no,cellular,176
4032,51,27,53,Male,94114,1,3,0,0,0,0,0,1,married,yes,management,yes,cellular,-577
4033,27,1,142,Male,92038,3,1,0,1,0,0,0,0,married,no,blue-collar,no,cellular,0
4034,46,21,42,Male,93727,4,3,0,0,0,0,1,0,married,no,management,yes,cellular,889
4035,46,20,64,Male,94117,4,1,189,0,0,0,0,0,single,no,management,no,cellular,597
4036,31,5,90,Male,94301,2,1,0,0,1,0,1,0,single,no,technician,yes,cellular,428
4037,58,32,44,Male,92354,1,2,0,0,0,0,0,0,married,no,admin.,yes,cellular,352
4038,42,18,29,Male,91320,1,3,0,0,0,0,1,0,single,no,blue-collar,yes,cellular,1292
4039,59,35,93,Male,94301,2,1,0,0,0,0,0,1,married,no,management,yes,cellular,2729
4040,54,24,69,Male,93117,3,3,132,0,0,0,1,0,divorced,no,technician,no,cellular,3717
4041,35,11,82,Male,94022,2,2,0,0,0,0,1,1,divorced,no,unemployed,yes,cellular,0
4042,34,9,180,Male,93955,2,3,0,1,0,1,1,0,married,no,self-employed,no,cellular,277
4043,46,21,13,Male,93117,2,3,0,0,0,0,1,0,married,no,management,yes,cellular,33
4044,52,28,72,Male,91335,1,1,178,0,0,0,0,0,married,no,blue-collar,yes,cellular,2718
4045,55,30,54,Male,91367,3,1,0,0,0,0,1,0,single,no,admin.,yes,cellular,2702
4046,34,9,104,Male,92152,1,1,0,0,0,0,1,1,married,no,technician,no,cellular,69
4047,57,32,44,Male,90266,2,2,157,0,0,0,0,0,single,no,student,yes,cellular,1747
4048,45,19,40,Male,95060,1,1,0,0,1,1,1,1,married,no,management,yes,cellular,602
4049,29,3,190,Male,92612,2,1,246,0,0,0,1,1,married,no,entrepreneur,no,telephone,0
4050,49,23,64,Male,94588,4,1,0,0,0,0,1,1,married,no,retired,no,cellular,222
4051,36,11,9,Male,90266,2,2,99,0,1,0,0,0,divorced,no,admin.,yes,cellular,59
4052,57,31,38,Male,94720,4,2,0,0,0,0,1,0,divorced,no,management,yes,cellular,201
4053,25,0,72,Male,94303,3,3,0,0,0,0,1,0,married,no,services,no,cellular,930
4054,43,17,82,Male,94114,1,1,79,0,0,0,1,0,married,no,retired,yes,telephone,-64
4055,27,2,48,Male,90049,2,3,119,0,1,0,1,0,married,no,services,yes,cellular,-16
4056,54,28,82,Male,94122,4,3,294,0,0,0,0,0,single,no,technician,no,cellular,4718
4057,53,26,14,Male,94590,2,2,83,0,0,0,0,0,divorced,no,management,yes,cellular,145
4058,55,29,162,Male,93105,1,1,0,0,0,0,1,1,single,yes,management,no,telephone,-985
4059,43,19,54,Male,94608,2,1,0,0,0,0,1,0,married,no,services,no,cellular,-19
4060,35,11,90,Male,94720,2,1,0,0,0,0,0,0,married,no,admin.,yes,cellular,360
4061,59,34,64,Male,94116,4,1,0,0,0,0,0,0,divorced,no,technician,yes,cellular,-701
4062,42,18,65,Male,93460,3,3,0,0,0,0,1,1,married,no,blue-collar,no,cellular,2458
4063,51,25,113,Male,91320,2,1,0,0,0,0,0,0,divorced,no,entrepreneur,no,cellular,7
4064,57,32,38,Male,90740,2,3,0,0,0,0,0,0,married,no,housemaid,yes,cellular,5260
4065,39,15,65,Male,92037,1,3,0,0,0,0,0,0,single,no,management,no,cellular,7612
4066,53,27,39,Male,91330,4,3,0,0,0,0,1,0,married,no,management,no,cellular,14
4067,31,6,174,Male,93023,2,1,0,0,0,0,1,1,married,no,services,no,cellular,5567
4068,33,3,59,Male,91040,2,3,0,0,0,0,1,0,married,no,blue-collar,yes,telephone,334
4069,38,14,43,Male,95053,2,1,0,0,0,0,1,0,married,no,blue-collar,yes,cellular,634
4070,47,21,24,Male,94108,2,3,0,0,0,0,0,1,married,no,management,yes,cellular,268
4071,63,39,50,Male,94402,1,2,166,0,0,0,0,0,married,no,entrepreneur,yes,cellular,350
4072,44,19,68,Male,94305,1,3,0,0,0,0,1,0,married,no,blue-collar,yes,cellular,134
4073,61,37,61,Male,94122,3,3,0,0,0,0,1,0,married,no,blue-collar,yes,cellular,-59
4074,52,28,21,Male,94025,4,2,0,0,0,0,1,0,married,no,technician,yes,cellular,169
4075,59,34,21,Male,95035,2,2,0,0,0,0,1,0,married,no,blue-collar,yes,cellular,214
4076,56,32,31,Male,94596,4,1,0,0,0,0,0,0,married,no,admin.,yes,cellular,0
4077,58,33,70,Male,94720,4,1,0,0,1,0,0,0,divorced,no,admin.,yes,cellular,78
4078,30,6,25,Male,94304,3,2,135,0,0,0,0,1,divorced,no,technician,yes,cellular,-39
4079,42,17,78,Male,92521,1,3,0,0,0,0,1,0,married,no,management,yes,cellular,5
4080,51,27,19,Male,92120,1,1,0,0,0,0,0,0,divorced,no,technician,yes,cellular,3331
4081,60,35,23,Male,94608,1,3,0,0,0,0,1,0,single,no,blue-collar,no,cellular,223
4082,30,4,40,Male,90601,4,1,0,0,0,0,1,0,married,no,blue-collar,yes,cellular,658
4083,49,23,22,Male,92220,1,3,0,0,0,0,0,0,single,no,blue-collar,no,cellular,674
4084,26,0,71,Male,92093,4,2,0,0,1,0,1,0,single,no,services,yes,cellular,0
4085,36,12,58,Male,91320,1,2,0,0,0,0,0,0,married,no,blue-collar,yes,cellular,33
4086,65,40,75,Male,90036,3,1,0,0,0,0,1,0,divorced,no,blue-collar,yes,cellular,-156
4087,27,0,40,Male,90068,1,2,110,0,0,0,0,1,married,no,entrepreneur,yes,cellular,8873
4088,60,35,155,Male,92521,1,3,0,1,0,0,0,1,married,no,services,yes,cellular,-224
4089,32,6,83,Male,90036,4,2,0,0,0,0,0,0,divorced,no,blue-collar,no,cellular,506
4090,46,20,99,Male,94302,3,1,0,0,0,0,0,0,divorced,no,management,yes,cellular,401
4091,60,36,59,Male,94124,1,2,0,0,1,0,0,0,married,no,blue-collar,yes,cellular,2717
4092,28,2,53,Male,94609,3,2,0,0,0,0,1,0,married,no,technician,yes,cellular,162
4093,50,26,11,Male,93106,4,1,0,0,1,0,0,0,divorced,no,housemaid,yes,cellular,2253
4094,52,28,179,Male,94583,4,3,0,1,0,0,0,0,married,no,entrepreneur,yes,cellular,6
4095,29,-1,71,Male,94801,2,3,0,0,0,0,0,0,married,no,technician,yes,telephone,0
4096,30,4,85,Male,94234,4,3,0,0,0,0,1,0,married,no,management,yes,cellular,272
4097,42,18,49,Male,92717,3,3,0,0,1,0,1,0,married,no,blue-collar,no,cellular,595
4098,32,6,122,Male,94025,2,1,0,0,0,0,1,1,single,no,technician,yes,cellular,445
4099,40,15,171,Male,94539,2,1,0,0,0,0,1,0,married,no,management,yes,cellular,63
4100,49,24,138,Male,93111,2,2,0,1,0,0,1,0,married,no,admin.,yes,cellular,12
4101,53,23,8,Male,95616,4,3,0,0,1,0,1,0,married,no,admin.,no,cellular,640
4102,42,17,59,Male,94105,4,1,0,0,0,0,1,0,married,no,services,yes,cellular,0
4103,38,14,49,Male,90740,3,1,0,0,0,0,0,0,married,no,management,yes,cellular,3096
4104,60,34,92,Male,95670,2,1,0,0,0,0,0,0,married,no,management,yes,telephone,7
4105,27,3,75,Male,90032,4,1,0,0,0,0,0,0,single,no,technician,no,cellular,3382
4106,61,35,60,Male,92831,1,2,0,0,0,0,1,1,divorced,no,retired,no,cellular,291
4107,27,2,41,Male,90254,2,2,0,0,0,0,1,0,single,no,technician,yes,cellular,347
4108,45,21,40,Male,93460,3,2,0,0,0,0,1,1,married,no,admin.,yes,cellular,3226
4109,41,16,81,Male,94305,2,1,146,0,0,0,1,1,married,no,technician,yes,cellular,203
4110,44,20,52,Male,94143,1,3,196,0,0,0,0,1,married,no,admin.,yes,cellular,1335
4111,38,14,25,Male,95616,4,1,0,0,0,0,0,0,married,no,housemaid,yes,cellular,229
4112,39,15,139,Male,91801,1,1,353,0,0,0,1,0,married,no,management,yes,telephone,-71
4113,48,22,54,Male,93106,1,2,0,0,0,0,0,0,married,no,entrepreneur,no,cellular,1544
4114,47,22,81,Male,94123,1,1,0,0,0,0,0,1,married,no,entrepreneur,yes,cellular,30
4115,64,39,73,Male,94025,3,1,0,0,1,0,0,1,married,no,management,yes,cellular,224
4116,27,0,30,Male,93107,4,3,0,0,0,0,1,1,married,no,housemaid,yes,cellular,669
4117,66,41,59,Male,95617,3,1,0,0,0,0,0,0,single,no,management,yes,cellular,1565
4118,43,17,21,Male,95351,3,1,0,0,0,0,0,0,married,no,housemaid,no,telephone,169
4119,34,9,65,Male,95014,3,2,104,0,0,0,1,0,married,no,management,no,cellular,1034
4120,28,2,41,Male,93118,3,2,161,0,0,0,1,0,single,no,admin.,yes,cellular,757
4121,52,28,52,Male,92126,4,3,121,0,0,0,0,0,married,no,self-employed,no,cellular,290
4122,45,20,84,Male,94131,4,2,180,0,0,0,1,0,married,no,technician,yes,cellular,1430
4123,24,-2,135,Male,90065,2,1,0,0,0,0,1,0,married,no,blue-collar,yes,telephone,658
4124,39,14,18,Male,92037,4,3,0,0,1,0,0,0,married,no,blue-collar,yes,cellular,0
4125,40,16,34,Male,93561,1,1,0,0,0,0,1,1,divorced,no,services,yes,telephone,434
4126,30,5,85,Male,92624,4,3,0,0,0,0,1,0,married,no,blue-collar,yes,cellular,0
4127,49,23,23,Male,94080,1,3,0,0,0,0,0,0,divorced,no,technician,yes,cellular,791
4128,53,27,65,Male,91711,4,2,0,0,0,0,0,1,married,no,blue-collar,yes,cellular,1103
4129,56,30,195,Male,90089,1,1,0,0,0,0,0,0,single,no,technician,yes,cellular,471
4130,50,24,40,Male,93460,4,1,89,0,0,0,1,0,married,no,admin.,yes,cellular,0
4131,53,29,141,Male,90064,2,3,0,1,0,0,0,0,married,no,self-employed,yes,cellular,191
4132,60,34,95,Male,94104,2,2,322,0,0,0,1,1,married,no,management,yes,cellular,0
4133,58,33,23,Male,90095,3,2,131,0,0,0,0,0,married,no,services,no,cellular,199
4134,43,19,82,Male,95758,2,2,0,0,0,0,1,1,single,no,services,yes,cellular,340
4135,46,21,53,Male,93555,4,3,0,0,0,0,0,0,married,no,management,no,cellular,148
4136,29,3,10,Male,91320,4,1,87,0,0,0,1,1,divorced,no,technician,no,cellular,305
4137,56,30,75,Male,91910,1,2,125,0,0,0,1,0,divorced,no,blue-collar,no,cellular,-54
4138,48,23,23,Male,94534,4,2,122,0,0,0,0,0,married,no,housemaid,yes,cellular,0
4139,61,36,133,Male,90266,1,1,0,0,0,0,1,0,single,no,management,yes,cellular,2032
4140,41,17,129,Male,94720,1,1,0,0,0,0,0,1,single,no,admin.,yes,telephone,100
4141,35,11,85,Male,92154,4,2,131,0,0,0,0,0,married,no,technician,yes,cellular,34
4142,48,23,168,Male,95929,2,1,308,0,0,0,1,0,married,no,blue-collar,no,telephone,-66
4143,43,19,83,Male,92691,4,3,0,0,0,0,1,0,married,no,entrepreneur,no,cellular,-122
4144,37,12,52,Male,93943,2,2,0,0,0,0,1,0,single,no,entrepreneur,no,cellular,-880
4145,47,22,114,Male,95819,1,1,0,0,1,1,1,1,single,no,management,no,cellular,2555
4146,29,3,81,Male,95827,1,3,0,0,0,0,0,0,married,no,entrepreneur,yes,cellular,0
4147,63,38,32,Male,94015,1,2,0,0,0,0,0,0,single,yes,management,no,cellular,62
4148,43,19,63,Male,94118,3,3,0,0,0,0,0,0,married,no,blue-collar,no,telephone,0
4149,57,32,70,Male,90024,3,3,0,0,0,0,0,0,divorced,no,services,yes,cellular,4612
4150,55,31,20,Male,94720,2,1,0,0,0,0,1,0,married,no,blue-collar,yes,cellular,3990
4151,47,23,138,Male,91367,2,1,0,0,0,0,1,1,married,no,entrepreneur,no,cellular,1514
4152,58,34,63,Male,94305,4,2,0,0,0,0,0,0,married,no,services,no,cellular,2
4153,53,28,85,Male,95814,1,3,118,0,0,0,1,0,married,no,admin.,no,cellular,434
4154,59,35,180,Male,96008,2,2,0,1,1,1,1,1,married,no,blue-collar,yes,cellular,787
4155,46,22,80,Male,95747,4,3,0,0,0,0,1,0,divorced,no,services,yes,telephone,1838
4156,41,15,53,Male,93106,1,3,0,0,0,0,1,0,married,no,services,yes,cellular,2409
4157,46,20,72,Male,92009,2,2,75,0,0,0,1,0,single,no,admin.,no,cellular,61
4158,44,18,123,Male,95841,3,1,0,1,0,1,1,1,single,no,technician,yes,cellular,-411
4159,44,18,91,Male,91361,2,3,0,0,0,0,1,0,married,no,management,yes,telephone,0
4160,50,26,148,Male,94608,2,1,0,0,0,0,1,0,married,no,technician,no,cellular,415
4161,51,25,163,Male,94305,2,3,0,1,0,0,1,0,single,no,management,yes,cellular,1272
4162,55,30,28,Male,90291,4,3,149,0,0,0,1,1,married,no,entrepreneur,yes,telephone,0
4163,37,12,193,Male,92780,1,1,0,0,0,0,0,0,divorced,no,admin.,yes,cellular,121
4164,34,10,22,Male,94545,3,3,0,0,0,0,1,0,married,no,services,yes,cellular,0
4165,59,34,74,Male,92780,4,1,0,0,0,0,1,1,single,no,unemployed,yes,cellular,497
4166,45,20,70,Male,94305,4,3,0,0,0,0,1,1,married,no,housemaid,yes,cellular,0
4167,30,4,11,Male,95054,1,2,0,0,0,0,1,1,married,no,blue-collar,yes,cellular,728
4168,32,8,61,Male,94703,3,2,0,0,0,0,0,0,divorced,no,management,yes,cellular,38
4169,61,37,41,Male,94704,1,1,0,0,0,0,1,1,married,no,technician,yes,cellular,0
4170,54,28,108,Male,94110,4,2,0,1,0,0,1,0,married,no,blue-collar,no,cellular,276
4171,35,10,23,Male,90058,4,3,0,0,0,0,0,1,divorced,no,management,no,cellular,64
4172,63,38,135,Male,91768,2,3,183,1,0,0,0,0,married,no,management,no,telephone,149
4173,66,40,30,Male,95133,2,3,86,0,0,0,0,0,married,no,retired,no,cellular,25
4174,48,24,144,Male,94025,4,2,0,1,0,0,0,0,married,no,unknown,no,telephone,402
4175,60,34,139,Male,95020,4,1,0,1,0,0,1,0,married,no,management,yes,telephone,619
4176,41,17,143,Male,90059,2,3,209,1,0,0,1,0,married,no,blue-collar,yes,cellular,233
4177,31,7,44,Male,93561,1,1,0,0,0,0,1,1,single,yes,technician,no,cellular,0
4178,58,31,49,Male,94521,4,2,0,0,0,0,1,0,married,no,retired,no,telephone,1371
4179,67,42,75,Male,90041,4,2,182,0,0,0,1,0,divorced,no,management,no,cellular,20
4180,35,9,43,Male,93943,2,1,0,0,0,0,1,0,married,no,management,yes,cellular,775
4181,40,14,59,Male,91335,3,3,0,0,0,0,1,0,single,no,blue-collar,no,cellular,2074
4182,42,17,154,Male,93955,3,1,0,1,0,1,1,1,married,no,housemaid,yes,telephone,15
4183,44,18,75,Male,95131,1,3,0,0,0,0,0,1,married,no,blue-collar,no,cellular,165
4184,47,23,75,Male,93106,1,2,0,0,0,0,0,1,divorced,no,management,no,cellular,55
4185,59,35,88,Male,91311,2,1,278,0,0,0,0,0,married,no,self-employed,no,telephone,0
4186,29,3,91,Male,94122,1,3,0,1,0,0,0,0,married,no,entrepreneur,yes,cellular,10
4187,36,6,11,Male,92008,1,3,0,0,1,1,1,1,single,no,technician,yes,cellular,1628
4188,47,22,22,Male,90024,1,3,0,0,0,0,1,0,married,no,services,no,cellular,311
4189,55,29,49,Male,92691,2,3,220,0,0,0,0,1,married,no,management,no,cellular,19
4190,41,17,140,Male,94542,1,1,342,0,0,0,0,0,married,no,management,no,telephone,2365
4191,51,25,99,Male,90277,2,2,0,0,0,0,0,0,divorced,no,services,yes,cellular,380
4192,26,2,82,Male,91950,2,1,199,0,0,0,0,0,married,no,entrepreneur,yes,cellular,21
4193,33,9,10,Male,90005,4,1,81,0,0,0,0,1,married,yes,services,yes,cellular,-220
4194,30,5,109,Male,94305,4,2,103,0,0,0,0,1,single,no,technician,yes,cellular,372
4195,30,4,45,Male,90041,4,3,0,0,0,0,0,0,single,no,services,yes,cellular,310
4196,45,19,93,Male,91116,2,2,0,0,0,0,0,0,single,no,services,yes,cellular,14
4197,40,16,89,Male,95814,3,2,216,1,1,1,1,0,married,no,management,no,cellular,353
4198,42,15,39,Male,91711,3,2,132,0,0,0,0,0,married,no,management,no,cellular,-15
4199,50,26,21,Male,91768,1,1,89,0,0,0,1,0,married,no,technician,yes,cellular,179
4200,62,37,31,Male,95008,3,1,0,0,0,0,1,0,married,no,services,yes,cellular,2
4201,63,37,31,Male,95819,1,3,0,0,0,0,1,0,single,no,technician,yes,cellular,2642
4202,43,19,52,Male,95054,4,2,0,0,0,0,0,0,single,no,services,yes,cellular,156
4203,49,25,13,Male,95814,1,3,0,0,0,0,1,0,married,no,entrepreneur,yes,telephone,11532
4204,51,25,21,Male,90840,2,3,76,0,1,0,1,0,single,no,blue-collar,yes,cellular,566
4205,61,36,50,Male,96003,4,1,189,0,0,0,1,0,married,no,technician,yes,cellular,0
4206,43,19,81,Male,90630,4,3,0,0,0,0,0,1,married,no,entrepreneur,yes,cellular,13930
4207,43,19,74,Male,94035,4,1,0,0,0,0,0,1,single,no,technician,yes,cellular,799
4208,61,36,89,Male,93109,3,1,0,0,0,0,1,0,married,no,blue-collar,yes,cellular,343
4209,35,9,82,Male,95064,3,2,0,0,0,0,1,0,single,no,blue-collar,no,cellular,137
4210,59,33,88,Male,93106,4,2,0,0,0,0,0,0,married,no,management,no,cellular,4039
4211,40,16,61,Male,91711,3,3,0,0,0,0,0,0,single,no,management,yes,cellular,5074
4212,61,36,139,Male,95133,2,1,0,0,0,0,0,0,single,no,technician,no,cellular,26
4213,48,23,29,Male,93711,1,2,0,0,0,0,0,0,married,no,services,yes,cellular,-62
4214,37,11,51,Male,93305,3,1,0,0,0,0,1,1,married,no,services,yes,cellular,-282
4215,56,32,58,Male,95064,1,3,241,0,0,0,1,0,single,no,technician,yes,cellular,2471
4216,35,9,21,Male,91125,2,3,125,0,0,0,1,0,married,yes,blue-collar,yes,cellular,-49
4217,35,8,43,Male,95819,2,2,0,0,0,0,0,0,single,no,services,yes,cellular,11
4218,40,16,104,Male,94301,2,2,0,0,0,0,0,0,divorced,no,admin.,yes,cellular,556
4219,50,23,9,Male,94109,1,2,98,0,0,0,1,0,married,no,management,yes,cellular,3107
4220,49,25,39,Male,91125,3,2,0,0,0,0,0,0,single,no,technician,no,cellular,941
4221,46,22,89,Male,94303,1,1,0,0,1,1,1,1,married,no,blue-collar,no,cellular,1080
4222,64,40,21,Male,94028,2,3,0,0,0,0,0,0,single,no,services,yes,cellular,140
4223,60,35,173,Male,90059,3,3,0,1,0,0,1,0,married,no,services,no,cellular,775
4224,45,21,29,Male,95051,1,3,105,0,0,0,1,1,single,no,blue-collar,no,cellular,1759
4225,52,27,43,Male,94005,4,2,0,0,0,0,0,1,married,no,admin.,yes,cellular,2
4226,58,34,30,Male,90066,3,2,0,0,0,0,0,0,married,yes,self-employed,yes,cellular,254
4227,54,30,39,Male,94806,4,3,0,0,1,0,1,0,single,no,blue-collar,yes,cellular,3
4228,48,22,83,Male,90028,2,3,248,0,0,0,1,0,married,no,admin.,yes,cellular,82
4229,51,25,58,Male,93106,3,2,223,0,0,0,0,0,married,no,technician,yes,cellular,59
4230,53,26,8,Male,94709,1,2,0,0,0,0,0,1,married,no,entrepreneur,no,cellular,1681
4231,57,27,39,Male,95929,3,3,0,0,1,0,0,1,married,yes,entrepreneur,no,cellular,-525
4232,43,18,204,Male,91902,2,1,0,0,0,0,1,0,married,yes,housemaid,no,cellular,0
4233,37,13,45,Male,94591,1,1,0,0,0,0,0,0,single,no,technician,yes,cellular,41
4234,32,7,111,Male,90277,1,1,0,0,1,0,0,0,single,no,technician,no,cellular,3485
4235,34,10,83,Male,95060,2,2,148,0,0,0,0,0,single,no,services,no,telephone,368
4236,54,24,83,Male,94596,1,3,0,0,0,0,0,0,single,no,management,no,cellular,502
4237,62,36,115,Male,92093,2,1,202,0,0,0,1,1,single,no,technician,yes,cellular,237
4238,56,32,60,Male,93106,1,3,227,0,0,0,1,0,married,no,unemployed,yes,cellular,4696
4239,39,15,53,Male,94116,1,1,0,0,0,0,0,0,married,no,blue-collar,yes,cellular,568
4240,32,7,134,Male,95929,2,1,0,0,0,0,1,0,married,no,technician,no,cellular,355
4241,50,24,91,Male,93555,1,3,0,0,0,0,1,0,single,no,blue-collar,yes,cellular,297
4242,27,1,91,Male,92173,2,1,0,0,0,0,1,0,married,no,blue-collar,yes,cellular,-723
4243,37,12,128,Male,91342,2,1,0,0,0,0,1,1,divorced,no,management,yes,cellular,1723
4244,60,34,78,Male,90401,3,1,0,0,1,0,0,0,single,no,blue-collar,yes,cellular,3195
4245,43,19,161,Male,92093,2,1,464,0,0,0,1,0,married,no,management,yes,cellular,430
4246,62,36,60,Male,92182,3,3,0,0,0,0,1,0,single,no,self-employed,no,cellular,162
4247,39,14,161,Male,95064,1,1,509,0,1,0,0,0,married,no,management,yes,cellular,-488
4248,34,9,40,Male,95054,4,2,0,0,0,0,1,1,single,no,admin.,no,cellular,-635
4249,46,21,68,Male,94720,1,2,0,0,0,0,1,0,married,no,management,no,cellular,5261
4250,46,22,74,Male,94550,3,1,0,0,0,0,1,0,married,no,management,no,cellular,5698
4251,51,26,55,Male,92121,3,2,93,0,0,0,1,0,married,no,blue-collar,yes,telephone,-454
4252,44,20,145,Male,90630,1,1,0,0,0,0,0,1,divorced,no,admin.,yes,cellular,74
4253,60,35,24,Male,94920,1,2,0,0,0,0,0,0,married,no,blue-collar,yes,cellular,5
4254,65,39,10,Male,90210,1,2,0,0,0,0,1,0,married,no,management,yes,cellular,0
4255,58,33,138,Male,90720,2,1,0,0,1,0,1,0,married,no,technician,yes,cellular,-280
4256,37,12,63,Male,91942,4,3,0,0,0,0,1,0,married,no,admin.,yes,cellular,176
4257,52,28,54,Male,90041,4,3,0,0,0,0,0,1,married,no,blue-collar,no,cellular,144
4258,42,16,62,Male,95064,3,3,0,0,0,0,1,0,married,no,admin.,no,cellular,60
4259,54,29,81,Male,91107,1,3,0,0,0,0,0,0,single,no,management,yes,cellular,1466
4260,54,28,61,Male,90601,3,2,0,0,0,0,1,1,single,no,student,no,cellular,1
4261,51,27,68,Male,91711,1,3,0,0,0,0,1,0,married,no,management,yes,cellular,3841
4262,59,35,78,Male,90095,2,1,0,0,0,0,1,0,married,no,technician,yes,cellular,233
4263,41,17,165,Male,91311,2,1,157,0,0,0,0,0,married,no,retired,no,cellular,554
4264,43,17,48,Male,95762,3,2,0,0,0,0,0,1,single,no,management,yes,cellular,48
4265,52,26,155,Male,92660,3,2,0,1,0,0,1,0,married,no,management,yes,cellular,634
4266,52,26,158,Male,94920,2,3,251,1,0,0,0,1,divorced,no,technician,yes,cellular,-54
4267,57,31,52,Male,94105,1,1,0,0,0,0,1,0,single,no,management,yes,cellular,142
4268,53,28,18,Male,92507,4,1,0,0,0,0,0,0,married,no,entrepreneur,yes,telephone,2959
4269,58,33,42,Male,92093,4,1,0,0,0,0,0,0,married,no,blue-collar,yes,cellular,59
4270,59,33,18,Male,94542,2,3,0,0,0,0,0,0,married,no,management,no,cellular,91
4271,57,31,40,Male,94304,2,1,0,0,1,1,1,1,single,no,services,yes,cellular,10122
4272,27,2,44,Male,93943,4,2,0,0,1,1,1,0,married,no,blue-collar,yes,cellular,57
4273,42,16,11,Male,94015,1,1,87,0,0,0,0,1,married,no,services,no,cellular,395
4274,52,26,194,Male,91902,2,2,0,1,0,0,1,0,married,no,management,yes,telephone,766
4275,49,23,108,Male,95616,2,2,0,0,0,0,1,0,married,no,blue-collar,yes,cellular,79
4276,47,23,12,Male,92518,4,2,0,0,0,0,0,0,single,no,admin.,no,telephone,0
4277,45,19,19,Male,93117,3,1,94,0,0,0,1,1,married,no,blue-collar,no,cellular,95
4278,25,1,150,Male,92507,1,1,0,0,0,0,0,0,married,no,blue-collar,no,cellular,765
